Renda,Idade,Tipo_Emprego,Peso_Amostral,Escolaridade,Escolaridade_Anos,Estado_Civil,Ocupacao,Papel_Familiar,Raca,Genero,Ganho_Capital,Perda_Capital,Horas_por_Semana,Pais_Origem
Acima_50k,42,Privado,344624,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,42,Privado,172297,Mestrado,14,Casado,Administrativo,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,30,Privado,159187,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,55,EUA
Acima_50k,54,Gov_Estadual,103179,Doutorado,16,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,46,Autonomo,168195,Especializacao,15,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,45,EUA
Acima_50k,33,Privado,154981,Graduacao,13,Casado,Administrativo,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,38,Privado,159179,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,50,Privado,168212,Mestrado,14,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,45,EUA
Acima_50k,46,Privado,155659,Medio_2,7,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,41,Autonomo,186909,Mestrado,14,Casado,Vendas,Esposa,Branca,Feminino,0,1902,35,EUA
Acima_50k,56,Privado,193453,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,65,EUA
Acima_50k,39,Privado,284166,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,46,Autonomo,353012,Doutorado,16,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,50,EUA
Ate_50k,48,Gov_Local,273402,Fundamental_7a8,4,Casado,Transporte,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,35,Privado,161637,Doutorado,16,Casado,Profissional_Especializado,Marido,Asiatica,Masculino,0,1902,40,Taiwan
Acima_50k,56,Privado,189975,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,60,EUA
Acima_50k,49,Empresario,213140,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,60,EUA
Acima_50k,61,Gov_Estadual,186451,Especializacao,15,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,43,Privado,113324,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,40,EUA
Ate_50k,37,Privado,193855,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,43,Privado,196545,Graduacao,13,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,41,Privado,37869,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,61,,202106,Medio_Completo,9,Casado,,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,30,Privado,167309,Graduacao,13,Casado,Administrativo,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,58,Privado,100313,Superior_Incompleto,10,Casado,Seguranca,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,40,Privado,146908,Medio_Completo,9,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,44,Gov_Estadual,193524,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,40,Privado,153238,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,32,EUA
Ate_50k,58,Privado,225394,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,48,Autonomo,353012,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,40,EUA
Ate_50k,49,Privado,165953,Medio_Completo,9,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,50,Privado,134766,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,43,Privado,125461,Graduacao,13,Casado,Vendas,Marido,Branca,Masculino,0,1902,55,EUA
Acima_50k,53,Privado,48343,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,42,Privado,146659,Doutorado,16,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,56,Empresario,208809,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,44,Privado,35910,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,56,EUA
Acima_50k,29,Privado,46442,Graduacao,13,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,1902,50,EUA
Acima_50k,35,Privado,139364,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,44,Privado,277647,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,34,Gov_Federal,190228,Graduacao,13,Casado,Seguranca,Marido,Branca,Masculino,0,1902,48,EUA
Acima_50k,42,Privado,198341,Mestrado,14,Casado,Profissional_Especializado,Marido,Asiatica,Masculino,0,1902,55,India
Acima_50k,43,Privado,110970,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,40,EUA
Ate_50k,57,Privado,64960,Tecnico,11,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,45,EUA
Acima_50k,50,,204577,Graduacao,13,Casado,,Marido,Preta,Masculino,0,1902,60,EUA
Acima_50k,45,Privado,47314,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,40,
Acima_50k,32,Privado,108116,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,60,EUA
Acima_50k,33,Privado,59083,Graduacao,13,Casado,Administrativo,Marido,Branca,Masculino,0,1902,45,EUA
Acima_50k,43,Autonomo,101534,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,15,EUA
Acima_50k,32,Privado,156464,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,36,Privado,531055,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,48,EUA
Acima_50k,50,Autonomo,371305,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1902,60,EUA
Ate_50k,27,Privado,141545,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,1902,45,EUA
Acima_50k,60,Privado,162347,Especializacao,15,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,53,Privado,110977,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,61,Gov_Estadual,379885,Doutorado,16,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,32,Privado,194740,Graduacao,13,Casado,Vendas,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,52,Empresario,230767,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,60,Cuba
Acima_50k,37,Privado,298539,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,55,EUA
Acima_50k,33,Privado,51471,Medio_Completo,9,Casado,Suporte_Tecnico,Esposa,Branca,Feminino,0,1902,40,EUA
Acima_50k,57,Autonomo,413373,Doutorado,16,Casado,Vendas,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,43,Privado,266324,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,99,EUA
Acima_50k,50,Privado,102615,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,43,Privado,254146,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,45,Privado,265097,Medio_Completo,9,Casado,Servicos_Gerais,Marido,Branca,Masculino,0,1902,40,EUA
Acima_50k,37,Autonomo,162834,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1902,45,EUA
Acima_50k,31,Privado,183801,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1902,43,EUA
Acima_50k,33,Privado,191335,Tecnologo,12,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1902,50,EUA
Acima_50k,56,Autonomo,335605,Medio_Completo,9,Casado,Servicos_Gerais,Marido,Branca,Masculino,0,1887,50,Canada
Acima_50k,43,Privado,187728,Superior_Incompleto,10,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,1887,50,EUA
Acima_50k,28,,123147,Superior_Incompleto,10,Casado,,Esposa,Branca,Feminino,0,1887,40,EUA
Acima_50k,52,Privado,25826,Medio_1,6,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,47,EUA
Acima_50k,38,Privado,189623,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,40,Gov_Local,289403,Fundamental_7a8,4,Casado,Reparos_Manuais,Marido,Preta,Masculino,0,1887,40,
Acima_50k,57,Privado,173796,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,41,Privado,122381,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,37,Privado,171150,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,42,Privado,213821,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,44,Privado,146659,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,35,EUA
Acima_50k,39,Privado,77146,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,53,Gov_Federal,173093,Superior_Incompleto,10,Casado,Executivo_Gerencia,Esposa,Asiatica,Feminino,0,1887,40,Filipinas
Acima_50k,51,Privado,191659,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,65,EUA
Acima_50k,38,Privado,278924,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,43,Gov_Local,96102,Superior_Incompleto,10,Casado,Seguranca,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,33,Empresario,117963,Tecnologo,12,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,43,Privado,293305,Graduacao,13,Casado,Vendas,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,35,Privado,152909,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,41,Privado,221947,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,45,Privado,120131,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,59,Privado,168569,Medio_Completo,9,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,30,Gov_Local,226443,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,32,Gov_Estadual,182556,Graduacao,13,Casado,Seguranca,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,39,Gov_Federal,99146,Graduacao,13,Casado,Seguranca,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,43,Autonomo,396758,Graduacao,13,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,1887,70,EUA
Acima_50k,32,Privado,116539,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,55,EUA
Acima_50k,39,Gov_Local,177907,Medio_Completo,9,Casado,Seguranca,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,37,Gov_Local,218184,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,34,Privado,182274,Superior_Incompleto,10,Casado,Executivo_Gerencia,Esposa,Branca,Feminino,0,1887,40,EUA
Acima_50k,46,Privado,114032,Superior_Incompleto,10,Casado,Suporte_Tecnico,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,51,Gov_Local,146325,Doutorado,16,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,29,Privado,81648,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1887,55,EUA
Acima_50k,34,Privado,195136,Graduacao,13,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,1887,40,EUA
Acima_50k,50,Privado,285200,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,35,EUA
Acima_50k,34,Privado,207668,Superior_Incompleto,10,Casado,Auxiliar_Limpeza,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,58,Privado,222247,Medio_1,6,Casado,Transporte,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,56,Autonomo,162130,Fundamental_5a6,3,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,67,EUA
Acima_50k,34,Autonomo,234960,Graduacao,13,Casado,Profissional_Especializado,Marido,Preta,Masculino,0,1887,48,EUA
Acima_50k,36,Gov_Local,410034,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,46,Privado,54985,Medio_Completo,9,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,35,Privado,200117,Graduacao,13,Casado,Executivo_Gerencia,Marido,Asiatica,Masculino,0,1887,50,
Acima_50k,50,Autonomo,312477,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,27,Empresario,120126,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,32,Privado,185027,Tecnologo,12,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,Irlanda
Acima_50k,44,Empresario,151089,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,70,EUA
Acima_50k,39,Privado,355468,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1887,46,EUA
Acima_50k,33,Privado,34748,Medio_Completo,9,Casado,Administrativo,Esposa,Branca,Feminino,0,1887,20,EUA
Acima_50k,59,Gov_Federal,117299,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,59,Privado,530099,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,55,EUA
Acima_50k,51,Gov_Estadual,155594,Superior_Incompleto,10,Casado,Vendas,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,37,Privado,167735,Tecnico,11,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,57,Privado,169329,Medio_Completo,9,Casado,Suporte_Tecnico,Marido,Preta,Masculino,0,1887,40,Trinidad_Tobago
Acima_50k,25,Privado,203871,Tecnico,11,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,1887,40,EUA
Acima_50k,54,Privado,163671,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,1887,65,EUA
Acima_50k,47,Gov_Local,162187,Superior_Incompleto,10,Casado,Transporte,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,52,Gov_Estadual,254285,Doutorado,16,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,70,Alemanha
Acima_50k,40,Privado,104196,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,27,Privado,31659,Graduacao,13,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,31,Privado,467579,Graduacao,13,Casado,Executivo_Gerencia,Marido,Preta,Masculino,0,1887,40,EUA
Acima_50k,41,Empresario,223671,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1887,55,EUA
Acima_50k,41,Privado,174575,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,50,Privado,150876,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Preta,Masculino,0,1887,55,EUA
Acima_50k,36,Privado,99146,Superior_Incompleto,10,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,27,Privado,169117,Medio_Completo,9,Casado,Administrativo,Esposa,Preta,Feminino,0,1887,40,EUA
Acima_50k,46,Privado,190115,Superior_Incompleto,10,Casado,Vendas,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,61,Autonomo,215591,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,39,Gov_Local,132879,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,47,Privado,168232,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,45,Privado,168262,Medio_Completo,9,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,55,Gov_Estadual,153451,Medio_Completo,9,Casado,Suporte_Tecnico,Esposa,Branca,Feminino,0,1887,40,EUA
Acima_50k,38,Autonomo,43712,Medio_2,7,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,57,Privado,314153,Graduacao,13,Casado,Vendas,Marido,Branca,Masculino,0,1887,55,EUA
Acima_50k,38,Autonomo,122493,Medio_1,6,Casado,Vendas,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,28,Privado,51461,Graduacao,13,Casado,Administrativo,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,40,Privado,187802,Superior_Incompleto,10,Casado,Auxiliar_Limpeza,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,36,Privado,174938,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,36,Privado,180667,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,30,Autonomo,146161,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,35,Privado,401930,Medio_Completo,9,Casado,Administrativo,Esposa,Branca,Feminino,0,1887,42,EUA
Acima_50k,32,Autonomo,410615,Medio_Completo,9,Casado,Transporte,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,55,Privado,193130,Medio_Completo,9,Casado,Auxiliar_Limpeza,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,29,Privado,383745,Medio_Completo,9,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1887,30,EUA
Acima_50k,37,Empresario,183800,Tecnologo,12,Casado,Vendas,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,36,Privado,86459,Tecnico,11,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,42,,212206,Mestrado,14,Casado,,Esposa,Branca,Feminino,0,1887,48,EUA
Acima_50k,40,Gov_Estadual,174283,Doutorado,16,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,26,Privado,164488,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,44,Privado,151089,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,47,Privado,284871,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,35,Privado,185556,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,58,Privado,34788,Superior_Incompleto,10,Casado,Vendas,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,41,Empresario,125831,Medio_Completo,9,Casado,Vendas,Marido,Branca,Masculino,0,1887,55,EUA
Acima_50k,41,Privado,194360,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,38,Gov_Local,286405,Doutorado,16,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,47,Autonomo,122307,Graduacao,13,Casado,Vendas,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,39,Privado,176296,Medio_Completo,9,Casado,Transporte,Marido,Preta,Masculino,0,1887,40,EUA
Acima_50k,42,Privado,173704,Superior_Incompleto,10,Casado,Vendas,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,42,Privado,212894,Graduacao,13,Casado,Vendas,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,37,Privado,292855,Tecnico,11,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,1887,35,EUA
Acima_50k,41,Privado,214242,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,51,Privado,110747,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,50,Privado,128143,Graduacao,13,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,43,Privado,184321,Medio_1,6,Casado,Operador_Maquina,Marido,Preta,Masculino,0,1887,40,EUA
Acima_50k,28,Privado,141957,Tecnologo,12,Casado,Suporte_Tecnico,Marido,Branca,Masculino,0,1887,70,EUA
Acima_50k,35,Empresario,111319,Tecnologo,12,Casado,Vendas,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,59,Privado,100313,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,28,Privado,138692,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,42,Autonomo,185129,Especializacao,15,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,51,Privado,162238,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,47,EUA
Acima_50k,54,Privado,215990,Mestrado,14,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,44,EUA
Acima_50k,45,Privado,102771,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,38,Gov_Local,172855,Graduacao,13,Casado,Profissional_Especializado,Esposa,Preta,Feminino,0,1887,40,EUA
Acima_50k,46,Gov_Federal,344415,Mestrado,14,Casado,Forcas_Armadas,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,33,Gov_Local,182971,Superior_Incompleto,10,Casado,Seguranca,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,36,Privado,272944,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,36,Gov_Local,52532,Doutorado,16,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,61,Gov_Federal,229062,Superior_Incompleto,10,Casado,Administrativo,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,30,Empresario,127651,Medio_Completo,9,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,48,EUA
Acima_50k,50,Privado,213290,Tecnico,11,Casado,Profissional_Especializado,Esposa,Branca,Feminino,0,1887,36,EUA
Acima_50k,58,Privado,314092,Tecnico,11,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,48,EUA
Acima_50k,43,Privado,266439,Graduacao,13,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,40,Privado,119101,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,68,EUA
Acima_50k,55,Gov_Federal,238192,Medio_Completo,9,Casado,Suporte_Tecnico,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,52,Privado,159755,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,44,Autonomo,343190,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,55,EUA
Acima_50k,39,Gov_Federal,376455,Especializacao,15,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,45,Privado,126889,Graduacao,13,Casado,Vendas,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,42,Autonomo,351161,Graduacao,13,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,29,Privado,228860,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,46,Privado,102318,Superior_Incompleto,10,Casado,Transporte,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,55,Privado,110748,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,33,Autonomo,170979,Especializacao,15,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,44,Privado,186916,Superior_Incompleto,10,Casado,Transporte,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,37,Privado,73471,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,47,EUA
Acima_50k,64,Empresario,161325,Tecnologo,12,Casado,Vendas,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,43,Gov_Estadual,24763,Mestrado,14,Casado,Profissional_Especializado,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,36,Privado,33394,Graduacao,13,Casado,Vendas,Marido,Branca,Masculino,0,1887,35,EUA
Acima_50k,55,Privado,359972,Graduacao,13,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,34,Privado,242984,Medio_Completo,9,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,45,EUA
Acima_50k,29,Privado,250967,Tecnico,11,Casado,Operador_Maquina,Marido,Branca,Masculino,0,1887,48,EUA
Acima_50k,37,Privado,265737,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Preta,Masculino,0,1887,60,Cuba
Acima_50k,42,Privado,230959,Graduacao,13,Casado,Administrativo,Esposa,Asiatica,Feminino,0,1887,40,Filipinas
Acima_50k,41,Autonomo,111772,Tecnologo,12,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,45,Gov_Local,199590,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,Mexico
Acima_50k,35,Privado,267866,Medio_Completo,9,Casado,Vendas,Marido,Asiatica,Masculino,0,1887,50,Ira
Acima_50k,61,Privado,115023,Tecnico,11,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,49,Privado,34545,Superior_Incompleto,10,Casado,Executivo_Gerencia,Marido,Branca,Masculino,0,1887,40,EUA
Acima_50k,52,Autonomo,34973,Medio_Completo,9,Casado,Agricultura_Pesca,Marido,Branca,Masculino,0,1887,60,EUA
Acima_50k,46,Gov_Local,238162,Tecnologo,12,Casado,Seguranca,Marido,Branca,Masculino,0,1887,50,EUA
Acima_50k,23,Privado,143003,Mestrado,14,Casado,Profissional_Especializado,Marido,Asiatica,Masculino,0,1887,50,India
Acima_50k,36,Privado,334291,Superior_Incompleto,10,Casado,Reparos_Manuais,Marido,Branca,Masculino,0,1887,40,EUA
